Symbol,ReportType,FilingDate,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining
TGT,10-K,2020-03-11,456.0,223.0,353.0,231.0,35.0,169.0,190.0
TGT,10-K,2021-03-10,511.0,243.0,380.0,216.0,36.0,185.0,185.0
TGT,10-K,2022-03-09,449.0,232.0,354.0,160.0,35.0,165.0,194.0
TGT,10-K,2023-03-08,453.0,230.0,384.0,217.0,35.0,185.0,193.0
TMO,10-K,2016-02-25,766.0,449.0,593.0,497.0,65.0,210.0,330.0
TMO,10-K,2017-02-28,779.0,468.0,614.0,543.0,77.0,212.0,347.0
TMO,10-K,2018-02-28,802.0,462.0,646.0,579.0,74.0,247.0,361.0
TMO,10-K,2019-02-27,746.0,446.0,642.0,551.0,70.0,232.0,369.0
TMO,10-K,2020-02-26,814.0,390.0,641.0,531.0,90.0,254.0,369.0
TMO,10-K,2021-02-25,770.0,459.0,626.0,478.0,76.0,251.0,359.0
TMO,10-K,2022-02-24,771.0,494.0,707.0,493.0,100.0,295.0,383.0
TMO,10-K,2023-02-23,734.0,445.0,641.0,506.0,89.0,283.0,380.0
TMUS,10-K,2016-02-17,718.0,277.0,587.0,404.0,89.0,285.0,363.0
TMUS,10-K,2017-02-14,739.0,292.0,649.0,459.0,138.0,329.0,422.0
TMUS,10-K,2018-02-08,822.0,326.0,713.0,530.0,133.0,326.0,402.0
TMUS,10-K,2019-02-07,1010.0,412.0,929.0,765.0,154.0,458.0,541.0
TMUS,10-K,2020-02-06,1088.0,369.0,969.0,744.0,173.0,488.0,602.0
TMUS,10-K,2021-02-23,1265.0,390.0,1002.0,845.0,151.0,421.0,637.0
TMUS,10-K,2022-02-11,1260.0,389.0,964.0,872.0,148.0,439.0,599.0
TMUS,10-K,2023-02-14,1271.0,388.0,908.0,892.0,168.0,396.0,559.0
TSLA,10-K,2015-02-26,1087.0,518.0,1082.0,505.0,255.0,669.0,431.0
TSLA,10-K,2016-02-24,789.0,377.0,771.0,418.0,171.0,451.0,345.0
TSLA,10-K,2017-03-01,1036.0,498.0,1004.0,855.0,196.0,534.0,475.0
TSLA,10-K,2018-02-23,1055.0,491.0,898.0,839.0,184.0,517.0,437.0
TSLA,10-K,2019-02-19,1115.0,512.0,1016.0,943.0,188.0,560.0,514.0
TSLA,10-K,2020-02-13,1093.0,450.0,967.0,945.0,178.0,535.0,478.0
TSLA,10-K,2020-04-28,123.0,145.0,157.0,294.0,65.0,107.0,83.0
TSLA,10-K,2021-02-08,1148.0,451.0,1011.0,953.0,185.0,562.0,471.0
TSLA,10-K,2021-04-30,114.0,146.0,137.0,269.0,45.0,92.0,100.0
TSLA,10-K,2022-02-07,1126.0,456.0,899.0,844.0,158.0,524.0,436.0
TSLA,10-K,2022-05-02,112.0,132.0,136.0,252.0,29.0,92.0,98.0
TSLA,10-K,2023-01-31,1060.0,431.0,831.0,798.0,149.0,498.0,408.0
TXN,10-K,2015-02-24,397.0,317.0,407.0,226.0,55.0,201.0,187.0
TXN,10-K,2016-02-24,361.0,298.0,430.0,221.0,43.0,213.0,162.0
TXN,10-K,2017-02-23,360.0,296.0,410.0,213.0,52.0,201.0,168.0
TXN,10-K,2018-02-22,352.0,302.0,407.0,217.0,59.0,190.0,154.0
TXN,10-K,2019-02-22,351.0,285.0,406.0,222.0,48.0,196.0,166.0
TXN,10-K,2020-02-20,331.0,258.0,349.0,200.0,52.0,166.0,149.0
TXN,10-K,2021-02-05,332.0,283.0,364.0,207.0,53.0,175.0,149.0
TXN,10-K,2022-02-04,316.0,279.0,328.0,200.0,52.0,164.0,148.0
TXN,10-K,2023-02-03,335.0,282.0,335.0,197.0,70.0,167.0,146.0
T,10-K,2020-02-20,626.0,558.0,629.0,530.0,154.0,228.0,453.0
T,10-K,2021-02-25,829.0,570.0,705.0,561.0,148.0,292.0,469.0
T,10-K,2022-02-16,894.0,565.0,773.0,641.0,171.0,340.0,484.0
T,10-K,2023-02-13,832.0,506.0,643.0,482.0,106.0,267.0,418.0
UNH,10-K,2018-02-13,630.0,419.0,649.0,674.0,69.0,319.0,347.0
UNH,10-K,2019-02-12,616.0,405.0,626.0,659.0,62.0,307.0,337.0
UNH,10-K,2020-02-14,635.0,407.0,630.0,661.0,72.0,308.0,336.0
UNH,10-K,2021-03-01,691.0,423.0,679.0,642.0,73.0,334.0,338.0
UNH,10-K,2022-02-15,689.0,421.0,679.0,651.0,55.0,346.0,348.0
UNH,10-K,2023-02-24,674.0,377.0,637.0,637.0,53.0,341.0,329.0
UNP,10-K,2016-02-05,654.0,436.0,600.0,591.0,102.0,233.0,233.0
UNP,10-K,2017-02-03,621.0,413.0,533.0,560.0,85.0,206.0,207.0
UNP,10-K,2018-02-09,587.0,427.0,537.0,521.0,99.0,207.0,212.0
UNP,10-K,2019-02-08,589.0,434.0,518.0,544.0,90.0,202.0,229.0
UNP,10-K,2020-02-07,618.0,424.0,528.0,467.0,100.0,206.0,221.0
UNP,10-K,2021-02-05,677.0,443.0,574.0,483.0,90.0,233.0,243.0
UNP,10-K,2022-02-04,634.0,423.0,517.0,430.0,78.0,227.0,218.0
UNP,10-K,2023-02-10,591.0,438.0,494.0,427.0,67.0,202.0,213.0
UPS,10-K,2015-02-27,824.0,805.0,723.0,490.0,99.0,260.0,414.0
UPS,10-K,2016-02-25,799.0,843.0,744.0,520.0,98.0,267.0,419.0
UPS,10-K,2017-02-21,743.0,900.0,779.0,523.0,135.0,285.0,447.0
UPS,10-K,2018-02-21,795.0,821.0,814.0,601.0,149.0,329.0,480.0
UPS,10-K,2019-02-21,773.0,865.0,871.0,645.0,156.0,343.0,514.0
UPS,10-K,2020-02-20,763.0,753.0,880.0,600.0,127.0,330.0,513.0
UPS,10-K,2021-02-22,824.0,729.0,885.0,544.0,146.0,341.0,518.0
UPS,10-K,2022-02-22,812.0,710.0,864.0,527.0,140.0,342.0,462.0
UPS,10-K,2023-02-21,810.0,672.0,859.0,494.0,145.0,348.0,414.0
USB,10-K,2016-02-25,206.0,67.0,151.0,289.0,41.0,54.0,218.0
USB,10-K,2017-02-23,212.0,65.0,147.0,271.0,35.0,54.0,213.0
USB,10-K,2018-02-22,201.0,63.0,151.0,261.0,32.0,48.0,209.0
USB,10-K,2019-02-22,236.0,69.0,186.0,287.0,49.0,74.0,249.0
USB,10-K,2020-02-20,202.0,70.0,177.0,277.0,37.0,71.0,239.0
USB,10-K,2021-02-23,213.0,92.0,185.0,262.0,39.0,78.0,233.0
USB,10-K,2022-02-22,195.0,84.0,192.0,213.0,29.0,73.0,193.0
USB,10-K,2023-02-27,246.0,116.0,194.0,254.0,39.0,77.0,238.0
VZ,10-K,2021-02-25,796.0,554.0,733.0,502.0,123.0,257.0,513.0
VZ,10-K,2022-02-11,722.0,532.0,750.0,485.0,108.0,233.0,449.0
VZ,10-K,2023-02-10,729.0,531.0,751.0,500.0,108.0,229.0,469.0
V,10-K,2010-11-19,1330.0,539.0,985.0,1360.0,162.0,457.0,572.0
V,10-K,2011-11-18,1341.0,563.0,988.0,1293.0,152.0,466.0,550.0
V,10-K,2012-11-16,1296.0,520.0,913.0,1305.0,132.0,428.0,470.0
V,10-K,2013-11-22,1195.0,431.0,874.0,1253.0,123.0,434.0,435.0
V,10-K,2014-11-21,1259.0,426.0,906.0,1358.0,110.0,450.0,471.0
V,10-K,2015-11-20,1241.0,439.0,955.0,1288.0,128.0,481.0,466.0
V,10-K,2016-11-15,1206.0,550.0,820.0,1206.0,111.0,364.0,409.0
V,10-K,2017-11-17,1160.0,540.0,788.0,1143.0,105.0,360.0,416.0
V,10-K,2018-11-16,1078.0,530.0,776.0,1103.0,109.0,371.0,434.0
V,10-K,2019-11-14,1069.0,482.0,771.0,1087.0,94.0,360.0,452.0
V,10-K,2020-11-19,1185.0,486.0,822.0,1133.0,94.0,389.0,483.0
V,10-K,2021-11-18,1093.0,452.0,750.0,1036.0,91.0,368.0,446.0
V,10-K,2022-11-16,1110.0,441.0,741.0,1022.0,85.0,358.0,432.0
WBA,10-K,2015-10-28,1069.0,1028.0,1061.0,582.0,140.0,437.0,427.0
WBA,10-K,2016-10-20,1090.0,949.0,984.0,662.0,116.0,431.0,406.0
WBA,10-K,2017-10-25,1100.0,917.0,972.0,669.0,126.0,437.0,410.0
WBA,10-K,2018-10-11,,,,,,,
WBA,10-K,2019-10-28,,,,,,,
WBA,10-K,2020-10-15,,,,,,,
WBA,10-K,2021-10-14,,,,,,,
WBA,10-K,2021-11-24,19.0,189.0,6.0,86.0,1.0,3.0,21.0
WBA,10-K,2022-10-13,,,,,,,
WBA,10-K,2022-11-23,17.0,138.0,4.0,69.0,1.0,1.0,18.0
WFC,10-K,2021-02-23,91.0,122.0,105.0,211.0,14.0,64.0,122.0
WFC,10-K,2022-02-22,82.0,106.0,89.0,214.0,11.0,52.0,113.0
WFC,10-K,2023-02-21,90.0,128.0,98.0,212.0,19.0,56.0,120.0
WMT,10-K,2019-03-28,797.0,358.0,668.0,568.0,115.0,292.0,297.0
WMT,10-K,2020-03-20,794.0,362.0,686.0,528.0,115.0,300.0,322.0
WMT,10-K,2021-03-19,871.0,385.0,686.0,607.0,100.0,307.0,309.0
WMT,10-K,2022-03-18,975.0,430.0,684.0,673.0,91.0,327.0,301.0
XOM,10-K,2017-02-22,462.0,394.0,493.0,283.0,77.0,185.0,354.0
XOM,10-K,2018-02-28,501.0,438.0,534.0,339.0,86.0,203.0,368.0
XOM,10-K,2019-02-27,514.0,430.0,516.0,309.0,72.0,203.0,365.0
XOM,10-K,2020-02-26,507.0,425.0,513.0,303.0,93.0,201.0,343.0
XOM,10-K,2021-02-24,633.0,438.0,536.0,288.0,101.0,210.0,363.0
XOM,10-K,2022-02-23,638.0,488.0,512.0,269.0,101.0,214.0,378.0
XOM,10-K,2023-02-22,700.0,499.0,548.0,291.0,107.0,225.0,393.0
